datetime,peak_freq,peak_power,peak_phase_rad,bandwidth_30db,bandwidth_20db,bandwidth_3db,dynamic_range,average_power_dbm,noise_floor_dBm,snr_db,centroid_freq,variance_freq,skewness_freq,kurtosis_freq,fluctuation_coeff,papr_linear,spectral_concentration,envelope_std,envelope_rms,linear_mean_deg,linear_std_deg,doppler_spread,avg_phase_change_rate_deg_per_sample,phase_rate_rms_deg,drift_rate_rms,avg_freq_offset
2025-09-30 16:00:00,683.742474916388,-79.68278292560112,-0.04306916245950553,304.4214046822743,15.842809364548495,0.5986622073578596,80.33339727470891,-76.30075095973582,-127.98819914059663,48.305416214995525,590.298233854868,213721.71136127255,-3.2953873479688522,16.125675419044633,0.48590996252639934,3.48492089078528,0.4847162125879859,8.518883249931878e-06,3.423413932069835e-05,1.0540103235753648,9.210507508202937e-07,268.099789703116,61.823512618584175,263786.0177249259,1754267.7038923993,573.910529717142
2025-09-30 16:10:00,702.6610738255033,-79.58826222427543,0.10787887492739363,236.48993288590603,16.38255033557047,0.5033557046979866,80.4138386549999,-76.3105434820074,-127.9917017108056,48.403439486530196,606.7716221721229,217388.17320805317,-3.3236321016637973,16.098547117629312,0.4870797478515072,3.452124708591158,0.4952555165861947,8.53142094621155e-06,3.419557387026053e-05,3.4761765393276383,9.526838234714259e-07,268.998117191932,63.51971130579518,270238.09696748824,1758971.6552617804,592.7878674169153
2025-09-30 16:20:00,699.6140939597316,-79.6576964801452,0.10633571782690401,223.53691275167785,13.946308724832214,0.6006711409395973,79.96532735752817,-76.3132721406499,-127.98001185162363,48.32231537147842,604.5249274643111,216395.2263772198,-3.3210365378050617,16.131077705020076,0.48797848854448583,3.473553430195348,0.48714060293303046,8.54432764987461e-06,3.4184711178261894e-05,-2.670287327713176,9.395575582459719e-07,268.778901357872,63.24078650127669,269186.85423475096,1758658.8130644301,589.742457314789
2025-09-30 16:30:00,686.9130434782609,-79.7181294239334,-0.025047020322809335,216.91638795986623,12.889632107023411,0.5551839464882943,80.07931139848498,-76.30859068276183,-127.97827050408615,48.26014108015275,593.1930338870335,215039.63392125783,-3.2961907720066836,16.070927951249477,0.48921195608063467,3.4948664058863423,0.4812261166571226,8.568835557219541e-06,3.420338717831475e-05,4.468510166943428,1.0034215427104984e-06,268.7412103340543,62.11520865558861,264972.09676316986,1761143.848551352,577.1980003066876
2025-09-30 16:40:00,670.61872909699,-79.82767859542045,-0.13749861600371976,262.2073578595318,12.946488294314381,0.6655518394648829,80.11329905317736,-76.32832903151754,-127.96730734122565,48.139628745805204,578.2663391094154,213967.62668608324,-3.2579198790257937,15.956991498664044,0.4920809151215544,3.4871065257883966,0.47312873987919546,8.60396374530225e-06,3.412682389253517e-05,1.0197211462129703,9.022274343432149e-07,269.83159839478924,60.66198687128118,259635.32723324525,1768162.4096019773,560.7993288150644
2025-09-30 16:50:00,643.0369127516778,-79.71548891732317,0.08374450736174538,223.1275167785235,21.251677852348994,0.5838926174496645,79.99272070976448,-76.29008693104741,-127.97528559912132,48.25979668179815,555.3598732723397,207450.32732844513,-3.222638017293826,16.085617337792893,0.4906726606589471,3.4922434822009114,0.47888152800346695,8.612669861818815e-06,3.4276868125378043e-05,4.271967979006249,9.37367517351528e-07,267.7852334407987,58.211295976957096,250275.07460085134,1756308.2769725856,533.5404158644618
2025-09-30 17:00:00,616.261744966443,-79.5649958517885,-0.06845526054377137,254.89261744966444,41.27181208053691,0.5536912751677853,80.84486853096365,-76.27569804024114,-127.95457012185307,48.38957427006457,532.1581930869758,203233.69874642065,-3.172480930051371,16.094535980335603,0.49090248106924744,3.4789153302081592,0.4956941932675931,8.632355976183123e-06,3.433400505928872e-05,12.905359226395111,9.564440802594533e-07,267.28804854938755,55.835022761506,241329.5547272257,1751247.7549363181,506.7346265943499
2025-09-30 17:10:00,584.2608695652174,-79.81400556100597,-0.19759836420610968,310.84615384615387,68.20735785953177,0.6488294314381271,79.58303337249025,-76.28343811486882,-127.94584061582323,48.131835054817266,504.2865409436473,199618.7390664922,-3.0875072319047536,15.951632043371536,0.4946501116218994,3.5406630068269624,0.4685211298968546,8.686511629815259e-06,3.430334473358165e-05,-6.856228020393372,9.681338861135147e-07,267.779795235241,53.029873341318634,230950.08573625624,1755464.761133686,474.9291120082068
2025-09-30 17:20:00,565.1766666666666,-79.63544902425117,0.03664143987683142,395.02,83.95,0.5433333333333333,80.44145893437604,-76.2713582361771,-127.93574602364428,48.30029699939311,487.8462076425736,196954.684504134,-3.0408371410188564,15.922194423369717,0.49386462709379536,3.5222602543596135,0.4872001434733994,8.690871212395931e-06,3.435048046380547e-05,-1.252068039449786,9.53789674797282e-07,267.69329340837726,51.354033594972066,224670.84197350795,1751591.4939149818,455.7326793869547
2025-09-30 17:30:00,547.251677852349,-79.653384620462,-0.12218394637833231,432.89261744966444,121.19798657718121,0.48322147651006714,80.35293535320888,-76.30531736581965,-127.92007380360607,48.266689183144074,471.8022742170025,196866.31674742277,-2.972694620651045,15.680993884864122,0.497667744316578,3.5366111095035744,0.4885941651102055,8.721629221418973e-06,3.4216852542849196e-05,-3.413943609681704,9.525304193253783e-07,270.02227591776216,49.82171478406198,219231.98600870185,1767121.7769429223,437.80456081302987
2025-09-30 17:40:00,522.7147651006711,-79.53344249201011,-0.06152803993451878,362.751677852349,85.48657718120805,0.49328859060402686,80.30466839820153,-76.26848152600299,-127.94256837101018,48.40912587900006,451.286553524019,190646.49858345717,-2.9257187929134783,15.869535156367972,0.4920701617123011,3.5349172684138463,0.4968571422362524,8.659021207675477e-06,3.436213216011102e-05,-3.5840061171321103,9.69864093083746e-07,266.43913234305415,47.65623364001678,210816.94939730348,1741193.433788162,413.4362690427448
2025-09-30 17:50:00,494.3154362416107,-79.88363827969022,0.08741323082754203,545.5637583892617,105.07718120805369,0.5738255033557047,79.71657838514535,-76.47707388411564,-127.91734333004855,48.03370505035833,422.4157307066654,198825.76664966502,-2.7399905210113276,14.922007766469624,0.5050937367873624,3.6104702910040447,0.48209154362858975,8.67132583614229e-06,3.356894894319136e-05,5.98671610895137,1.0071517668998721e-06,276.35088731247737,45.372779517876694,203538.61004928945,1808062.178677202,384.8990066505078
2025-09-30 18:00:00,468.428093645485,-80.01936157865627,0.1551573268007143,539.876254180602,61.08361204013378,0.5551839464882943,79.73700287452682,-76.53960042756071,-127.88169907066523,47.862337492008955,397.82186036120885,198924.2104108839,-2.62197394980606,14.488661690486536,0.5061455439260599,3.6266984992180955,0.47280831398794504,8.62865451246831e-06,3.331495918381861e-05,10.931745399280139,9.469379608378747e-07,277.8686793048419,43.19034834251855,195753.58323575114,1820792.7092797959,359.2603771506938
